epsilon = 1.0e-10
cc -O3 -Wall -Werror -std=c99 -I/home/akshays/Codes/SuperLU_5.2.1/include -shared -fPIC -lm -lblas -L/home/akshays/Codes/SuperLU_5.2.1/lib -lsuperlu ./superlu_util.c -o /tmp/lua_UQfDtr.so
[0 - 7f7ba22b7780] {4}{threads}: reservation ('CPU proc 1d00000000000001') cannot be satisfied
======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 2, 2
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
  1843 |  5.4268e+00 |  2.9196e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1467e-01
  1844 |  5.4298e+00 |  2.9195e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1430e-01
  1845 |  5.4327e+00 |  2.9196e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1393e-01
  1846 |  5.4356e+00 |  2.9194e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1356e-01
  1847 |  5.4385e+00 |  2.9191e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1319e-01
  1848 |  5.4414e+00 |  2.9192e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1283e-01
  1849 |  5.4444e+00 |  2.9188e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1245e-01
  1850 |  5.4473e+00 |  2.9186e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1208e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1851 |  5.4502e+00 |  2.9183e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1171e-01
  1852 |  5.4531e+00 |  2.9183e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1134e-01
  1853 |  5.4560e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1097e-01
  1854 |  5.4589e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1060e-01
  1855 |  5.4619e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.1023e-01
  1856 |  5.4648e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0986e-01
  1857 |  5.4677e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0949e-01
  1858 |  5.4706e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0912e-01
  1859 |  5.4735e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0875e-01
  1860 |  5.4764e+00 |  2.9170e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0838e-01
  1861 |  5.4794e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0801e-01
  1862 |  5.4823e+00 |  2.9177e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0764e-01
  1863 |  5.4852e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0727e-01
  1864 |  5.4881e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0690e-01
  1865 |  5.4910e+00 |  2.9177e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0653e-01
  1866 |  5.4940e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0617e-01
  1867 |  5.4969e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0580e-01
  1868 |  5.4998e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0543e-01
  1869 |  5.5027e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0506e-01
  1870 |  5.5056e+00 |  2.9184e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0470e-01
  1871 |  5.5085e+00 |  2.9183e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0433e-01
  1872 |  5.5115e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0396e-01
  1873 |  5.5144e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0360e-01
  1874 |  5.5173e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0323e-01
  1875 |  5.5202e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0287e-01
  1876 |  5.5231e+00 |  2.9186e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0250e-01
  1877 |  5.5261e+00 |  2.9187e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0213e-01
  1878 |  5.5290e+00 |  2.9186e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0177e-01
  1879 |  5.5319e+00 |  2.9190e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0140e-01
  1880 |  5.5348e+00 |  2.9189e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0104e-01
  1881 |  5.5377e+00 |  2.9188e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0067e-01
  1882 |  5.5406e+00 |  2.9189e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  8.0030e-01
  1883 |  5.5436e+00 |  2.9190e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9993e-01
  1884 |  5.5465e+00 |  2.9187e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9956e-01
  1885 |  5.5494e+00 |  2.9186e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9919e-01
  1886 |  5.5523e+00 |  2.9187e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9882e-01
  1887 |  5.5552e+00 |  2.9187e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9845e-01
  1888 |  5.5582e+00 |  2.9188e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9808e-01
  1889 |  5.5611e+00 |  2.9191e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9771e-01
  1890 |  5.5640e+00 |  2.9190e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9734e-01
  1891 |  5.5669e+00 |  2.9192e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9696e-01
  1892 |  5.5698e+00 |  2.9192e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9659e-01
  1893 |  5.5728e+00 |  2.9192e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9622e-01
  1894 |  5.5757e+00 |  2.9191e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9585e-01
  1895 |  5.5786e+00 |  2.9189e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9549e-01
  1896 |  5.5815e+00 |  2.9189e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9511e-01
  1897 |  5.5844e+00 |  2.9188e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9474e-01
  1898 |  5.5874e+00 |  2.9188e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9437e-01
  1899 |  5.5903e+00 |  2.9189e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9400e-01
  1900 |  5.5932e+00 |  2.9187e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9363e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1901 |  5.5961e+00 |  2.9184e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9326e-01
  1902 |  5.5990e+00 |  2.9180e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9289e-01
  1903 |  5.6019e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9252e-01
  1904 |  5.6049e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9214e-01
  1905 |  5.6078e+00 |  2.9174e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9177e-01
  1906 |  5.6107e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9139e-01
  1907 |  5.6136e+00 |  2.9170e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9102e-01
  1908 |  5.6165e+00 |  2.9169e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9064e-01
  1909 |  5.6194e+00 |  2.9170e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.9027e-01
  1910 |  5.6224e+00 |  2.9165e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8989e-01
  1911 |  5.6253e+00 |  2.9160e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8951e-01
  1912 |  5.6282e+00 |  2.9160e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8914e-01
  1913 |  5.6311e+00 |  2.9155e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8876e-01
  1914 |  5.6340e+00 |  2.9150e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8839e-01
  1915 |  5.6369e+00 |  2.9149e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8801e-01
  1916 |  5.6399e+00 |  2.9148e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8763e-01
  1917 |  5.6428e+00 |  2.9150e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8726e-01
  1918 |  5.6457e+00 |  2.9155e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8688e-01
  1919 |  5.6486e+00 |  2.9152e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8650e-01
  1920 |  5.6515e+00 |  2.9151e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8612e-01
  1921 |  5.6544e+00 |  2.9149e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8574e-01
  1922 |  5.6573e+00 |  2.9150e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8536e-01
  1923 |  5.6603e+00 |  2.9145e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8499e-01
  1924 |  5.6632e+00 |  2.9140e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8461e-01
  1925 |  5.6661e+00 |  2.9137e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8423e-01
  1926 |  5.6690e+00 |  2.9132e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8386e-01
  1927 |  5.6719e+00 |  2.9126e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8347e-01
  1928 |  5.6748e+00 |  2.9120e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8309e-01
  1929 |  5.6777e+00 |  2.9114e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8271e-01
  1930 |  5.6806e+00 |  2.9112e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8234e-01
  1931 |  5.6836e+00 |  2.9109e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8196e-01
  1932 |  5.6865e+00 |  2.9109e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8158e-01
  1933 |  5.6894e+00 |  2.9109e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8120e-01
  1934 |  5.6923e+00 |  2.9110e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8081e-01
  1935 |  5.6952e+00 |  2.9111e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8043e-01
  1936 |  5.6981e+00 |  2.9112e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.8004e-01
  1937 |  5.7010e+00 |  2.9113e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7967e-01
  1938 |  5.7039e+00 |  2.9112e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7929e-01
  1939 |  5.7068e+00 |  2.9111e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7890e-01
  1940 |  5.7098e+00 |  2.9110e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7852e-01
  1941 |  5.7127e+00 |  2.9108e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7814e-01
  1942 |  5.7156e+00 |  2.9109e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7776e-01
  1943 |  5.7185e+00 |  2.9108e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7737e-01
  1944 |  5.7214e+00 |  2.9107e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7699e-01
  1945 |  5.7243e+00 |  2.9106e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7661e-01
  1946 |  5.7272e+00 |  2.9105e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7622e-01
  1947 |  5.7301e+00 |  2.9102e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7584e-01
  1948 |  5.7330e+00 |  2.9104e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7545e-01
  1949 |  5.7360e+00 |  2.9103e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7507e-01
  1950 |  5.7389e+00 |  2.9098e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7468e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  1951 |  5.7418e+00 |  2.9097e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7430e-01
  1952 |  5.7447e+00 |  2.9095e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7391e-01
  1953 |  5.7476e+00 |  2.9094e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7353e-01
  1954 |  5.7505e+00 |  2.9094e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7315e-01
  1955 |  5.7534e+00 |  2.9093e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7277e-01
  1956 |  5.7563e+00 |  2.9095e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7238e-01
  1957 |  5.7592e+00 |  2.9098e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7200e-01
  1958 |  5.7621e+00 |  2.9101e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7162e-01
  1959 |  5.7651e+00 |  2.9103e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7123e-01
  1960 |  5.7680e+00 |  2.9105e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7084e-01
  1961 |  5.7709e+00 |  2.9109e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7046e-01
  1962 |  5.7738e+00 |  2.9112e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.7007e-01
  1963 |  5.7767e+00 |  2.9115e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6968e-01
  1964 |  5.7796e+00 |  2.9119e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6929e-01
  1965 |  5.7825e+00 |  2.9123e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6890e-01
  1966 |  5.7854e+00 |  2.9128e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6851e-01
  1967 |  5.7883e+00 |  2.9132e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6812e-01
  1968 |  5.7913e+00 |  2.9135e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6773e-01
  1969 |  5.7942e+00 |  2.9138e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6734e-01
  1970 |  5.7971e+00 |  2.9139e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6695e-01
  1971 |  5.8000e+00 |  2.9145e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6657e-01
  1972 |  5.8029e+00 |  2.9151e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6618e-01
  1973 |  5.8058e+00 |  2.9151e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6579e-01
  1974 |  5.8087e+00 |  2.9154e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6540e-01
  1975 |  5.8117e+00 |  2.9157e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6501e-01
  1976 |  5.8146e+00 |  2.9161e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6462e-01
  1977 |  5.8175e+00 |  2.9164e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6423e-01
  1978 |  5.8204e+00 |  2.9167e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6383e-01
  1979 |  5.8233e+00 |  2.9170e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6345e-01
  1980 |  5.8262e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6306e-01
  1981 |  5.8292e+00 |  2.9174e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6267e-01
  1982 |  5.8321e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6228e-01
  1983 |  5.8350e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6189e-01
  1984 |  5.8379e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6151e-01
  1985 |  5.8408e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6112e-01
  1986 |  5.8438e+00 |  2.9178e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6073e-01
  1987 |  5.8467e+00 |  2.9180e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.6035e-01
  1988 |  5.8496e+00 |  2.9179e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5996e-01
  1989 |  5.8525e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5958e-01
  1990 |  5.8554e+00 |  2.9184e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5919e-01
  1991 |  5.8583e+00 |  2.9185e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5880e-01
  1992 |  5.8613e+00 |  2.9184e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5841e-01
  1993 |  5.8642e+00 |  2.9184e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5803e-01
  1994 |  5.8671e+00 |  2.9183e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5764e-01
  1995 |  5.8700e+00 |  2.9182e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5726e-01
  1996 |  5.8729e+00 |  2.9181e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5687e-01
  1997 |  5.8759e+00 |  2.9180e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5648e-01
  1998 |  5.8788e+00 |  2.9179e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5610e-01
  1999 |  5.8817e+00 |  2.9177e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5571e-01
  2000 |  5.8846e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5532e-01

  Step |        Time |    Timestep |   Error rho |     Error u |     Error p |         TKE
-------|-------------|-------------|-------------|-------------|-------------|------------
  2001 |  5.8875e+00 |  2.9176e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5493e-01
  2002 |  5.8904e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5455e-01
  2003 |  5.8934e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5416e-01
  2004 |  5.8963e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5378e-01
  2005 |  5.8992e+00 |  2.9175e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5339e-01
  2006 |  5.9021e+00 |  2.9174e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5300e-01
  2007 |  5.9050e+00 |  2.9174e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5262e-01
  2008 |  5.9079e+00 |  2.9174e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5223e-01
  2009 |  5.9109e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5184e-01
  2010 |  5.9138e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5145e-01
  2011 |  5.9167e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5107e-01
  2012 |  5.9196e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5068e-01
  2013 |  5.9225e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.5030e-01
  2014 |  5.9254e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4991e-01
  2015 |  5.9284e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4952e-01
  2016 |  5.9313e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4914e-01
  2017 |  5.9342e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4875e-01
  2018 |  5.9371e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4836e-01
  2019 |  5.9400e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4797e-01
  2020 |  5.9430e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4759e-01
  2021 |  5.9459e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4720e-01
  2022 |  5.9488e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4681e-01
  2023 |  5.9517e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4643e-01
  2024 |  5.9546e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4604e-01
  2025 |  5.9575e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4566e-01
  2026 |  5.9605e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4528e-01
  2027 |  5.9634e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4489e-01
  2028 |  5.9663e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4450e-01
  2029 |  5.9692e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4412e-01
  2030 |  5.9721e+00 |  2.9173e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4373e-01
  2031 |  5.9750e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4334e-01
  2032 |  5.9780e+00 |  2.9172e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4296e-01
  2033 |  5.9809e+00 |  2.9171e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4257e-01
  2034 |  5.9838e+00 |  2.9170e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4219e-01
  2035 |  5.9867e+00 |  2.9169e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4180e-01
  2036 |  5.9896e+00 |  2.9169e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4141e-01
  2037 |  5.9925e+00 |  2.9168e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4102e-01
  2038 |  5.9955e+00 |  2.9167e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4063e-01
  2039 |  5.9984e+00 |  2.9165e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.4024e-01
  2040 |  6.0013e+00 |  2.9162e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3985e-01
  2041 |  6.0042e+00 |  2.9160e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3947e-01
  2042 |  6.0071e+00 |  2.9158e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3908e-01
  2043 |  6.0100e+00 |  2.9158e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3869e-01
  2044 |  6.0130e+00 |  2.9160e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3830e-01
  2045 |  6.0159e+00 |  2.9162e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3791e-01
  2046 |  6.0188e+00 |  2.9163e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3752e-01
  2047 |  6.0217e+00 |  2.9163e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3713e-01
  2048 |  6.0246e+00 |  2.9163e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3674e-01
  2049 |  6.0275e+00 |  2.9163e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3635e-01
  2050 |  6.0305e+00 |  2.9163e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  7.3596e-01

